"","contig_id","contig_length","genome_copies","gene_count","viral_genes","host_genes","checkv_quality","miuvig_quality","completeness","completeness_method","contamination","provirus","termini","warnings","Annotation","Annotation_lineage"
"152","NODE_518_length_2815_cov_5_547845_S003-189",2815,1,4,2,0,"Low-quality","Genome-fragment",6.51,"AAI-based",0,"No","","","Caudovirales","Caudovirales"
"153","NODE_1061_length_2228_cov_6_088796_S003-189",2228,1,6,6,0,"Low-quality","Genome-fragment",4.77,"AAI-based",0,"No","","","Caudovirales","Caudovirales"
"154","NODE_1154_length_2154_cov_5_906115_S003-189",2154,1,3,3,0,"Low-quality","Genome-fragment",4.82,"AAI-based",0,"No","","","Caudovirales","Caudovirales"
"155","NODE_2418_length_1599_cov_7_084757_S003-189",1599,1,3,2,0,"Low-quality","Genome-fragment",3.36,"AAI-based",0,"No","","","Caudovirales","Caudovirales"
"156","NODE_2764_length_1503_cov_6_647265_S003-189",1503,1,3,1,0,"Low-quality","Genome-fragment",3.19,"AAI-based",0,"No","","","Caudovirales","Caudovirales"
"157","NODE_4341_length_1199_cov_6_410873_S003-189",1199,1,3,3,0,"Low-quality","Genome-fragment",NA,"HMM-based",0,"No","","","Caudovirales","Caudovirales"
"158","NODE_4418_length_1188_cov_4_189919_S003-189",1188,1,4,1,0,"Low-quality","Genome-fragment",2.21,"AAI-based",0,"No","","","Caudovirales","Caudovirales"
"159","NODE_4464_length_1181_cov_6_571558_S003-189",1181,1,2,2,0,"Low-quality","Genome-fragment",2.64,"AAI-based",0,"No","","","Caudovirales","Caudovirales"
"160","NODE_5039_length_1105_cov_3_630350_S003-189",1105,1,3,1,0,"Low-quality","Genome-fragment",2.47,"AAI-based",0,"No","","","Caudovirales","Caudovirales"
"161","NODE_7511_length_879_cov_3_488778_S003-189",879,1,3,1,0,"Low-quality","Genome-fragment",1.86,"AAI-based",0,"No","","","Caudovirales","Caudovirales"
"162","NODE_1_length_52041_cov_41_675929_S003-190",52041,1,81,31,0,"Complete","High-quality",100,"AAI-based",0,"No","77-bp-DTR","","Caudovirales","Caudovirales"
"163","NODE_5_length_15662_cov_96_523580_S003-190",15662,1,34,9,0,"Low-quality","Genome-fragment",39.09,"AAI-based",0,"No","","","Caudovirales","Caudovirales"
"164","NODE_8_length_13371_cov_202_692117_S003-190",13371,1,21,21,0,"Low-quality","Genome-fragment",43.44,"AAI-based",0,"No","","","Lactococcus phage 936 group phage Phi129","Viruses; Caudovirales; Siphoviridae; Skunavirus; unclassified Skunavirus"
"165","NODE_10_length_12310_cov_7_892831_S003-190",12310,1,14,4,0,"Low-quality","Genome-fragment",29.3,"AAI-based",0,"No","","","Caudovirales","Caudovirales"
"166","NODE_13_length_10182_cov_209_408511_S003-190",10182,1,13,12,0,"Low-quality","Genome-fragment",33.06,"AAI-based",0,"No","","","Lactococcus phage MW18L","Viruses; Caudovirales; Siphoviridae; Skunavirus; unclassified Skunavirus"
"167","NODE_36_length_6040_cov_5_461345_S003-190",6040,1,9,2,0,"Low-quality","Genome-fragment",18.42,"AAI-based",0,"No","","","Caudovirales","Caudovirales"
"168","NODE_49_length_5261_cov_7_351852_S003-190",5261,1,6,6,0,"Low-quality","Genome-fragment",16.77,"AAI-based",0,"No","","","Lactococcus phage 936 group phage Phi4.2","Viruses; Caudovirales; Siphoviridae; Skunavirus; unclassified Skunavirus"
"169","NODE_65_length_4864_cov_127_676624_S003-190",4864,1,4,4,0,"Low-quality","Genome-fragment",15.8,"AAI-based",0,"No","","","Lactococcus phage 37201","Viruses; Caudovirales; Siphoviridae; Skunavirus; unclassified Skunavirus"
"170","NODE_74_length_4619_cov_15_979965_S003-190",4619,1,8,1,0,"Low-quality","Genome-fragment",13.07,"AAI-based",0,"No","","","Caudovirales","Caudovirales"
"171","NODE_90_length_4150_cov_133_422539_S003-190",4150,1,7,1,0,"Low-quality","Genome-fragment",NA,"HMM-based",0,"No","","","Bacillus phage Nf","Viruses; Caudovirales; Podoviridae; Picovirinae; Salasvirus; Bacillus virus B103"
"172","NODE_109_length_3769_cov_49_080444_S003-190",3769,1,6,2,0,"Low-quality","Genome-fragment",NA,"HMM-based",0,"No","","","Bacillus phage PZA","Viruses; Caudovirales; Podoviridae; Picovirinae; Salasvirus; Bacillus virus phi29"
"173","NODE_117_length_3622_cov_85_531171_S003-190",3622,1,9,9,0,"Low-quality","Genome-fragment",11.75,"AAI-based",0,"No","","","Lactococcus phage fd13","Viruses; Caudovirales; Siphoviridae; Skunavirus; unclassified Skunavirus"
"174","NODE_133_length_3486_cov_188_059842_S003-190",3486,1,9,8,0,"Low-quality","Genome-fragment",11.32,"AAI-based",0,"No","","","Lactococcus phage 936 group phage PhiLj","Viruses; Caudovirales; Siphoviridae; Skunavirus; unclassified Skunavirus"
"175","NODE_136_length_3470_cov_5_500442_S003-190",3470,1,5,0,0,"Not-determined","Genome-fragment",NA,NA,0,"No","","'no viral genes detected'","Caudovirales","Caudovirales"
"176","NODE_145_length_3419_cov_9_546978_S003-190",3419,1,6,2,0,"Low-quality","Genome-fragment",8.92,"AAI-based",0,"No","","","Caudovirales","Caudovirales"
"177","NODE_290_length_2538_cov_100_145469_S003-190",2538,1,5,3,0,"Low-quality","Genome-fragment",8.24,"AAI-based",0,"No","","","Lactococcus phage MW18L","Viruses; Caudovirales; Siphoviridae; Skunavirus; unclassified Skunavirus"
"178","NODE_304_length_2496_cov_42_631253_S003-190",2496,1,3,2,0,"Low-quality","Genome-fragment",NA,"HMM-based",0,"No","","","Bacillus phage MG-B1","Viruses; Caudovirales; Podoviridae; Picovirinae; Salasvirus; unclassified Salasvirus"
"179","NODE_306_length_2496_cov_3_294337_S003-190",2496,1,5,0,0,"Not-determined","Genome-fragment",NA,NA,0,"No","","'no viral genes detected'","Caudovirales","Caudovirales"
"180","NODE_329_length_2442_cov_72_409725_S003-190",2442,1,1,1,0,"Low-quality","Genome-fragment",7.93,"AAI-based",0,"No","","","Lactococcus phage 16802","Viruses; Caudovirales; Siphoviridae; Skunavirus; unclassified Skunavirus"
"181","NODE_432_length_2167_cov_38_419617_S003-190",2167,1,4,4,0,"Low-quality","Genome-fragment",7.03,"AAI-based",0,"No","","","Lactococcus phage 936 group phage PhiJF1","Viruses; Caudovirales; Siphoviridae; Skunavirus; unclassified Skunavirus"
"182","NODE_513_length_2020_cov_3_790015_S003-190",2020,1,4,1,0,"Low-quality","Genome-fragment",4.08,"AAI-based",0,"No","","","Caudovirales","Caudovirales"
"183","NODE_525_length_1998_cov_37_457054_S003-190",1998,1,3,3,0,"Low-quality","Genome-fragment",6.48,"AAI-based",0,"No","","","Lactococcus phage 936 group phage PhiC0139","Viruses; Caudovirales; Siphoviridae; Skunavirus; unclassified Skunavirus"
"184","NODE_818_length_1641_cov_13_189258_S003-190",1641,1,2,1,0,"Low-quality","Genome-fragment",5.12,"AAI-based",0,"No","","","Lactococcus phage 936 group phage PhiC0139","Viruses; Caudovirales; Siphoviridae; Skunavirus; unclassified Skunavirus"
"185","NODE_985_length_1513_cov_9_305710_S003-190",1513,1,5,4,0,"Low-quality","Genome-fragment",4.9,"AAI-based",0,"No","","","Lactococcus virus bIL170","Viruses; Caudovirales; Siphoviridae; Skunavirus"
"186","NODE_1006_length_1494_cov_40_385321_S003-190",1494,1,4,2,0,"Low-quality","Genome-fragment",4.83,"AAI-based",0,"No","","","Lactococcus phage LP0903","Viruses; Caudovirales; Siphoviridae; Skunavirus; unclassified Skunavirus"
"187","NODE_1076_length_1438_cov_28_591477_S003-190",1438,1,3,3,0,"Low-quality","Genome-fragment",4.67,"AAI-based",0,"No","","","Lactococcus phage 936 group phage PhiJF1","Viruses; Caudovirales; Siphoviridae; Skunavirus; unclassified Skunavirus"
"188","NODE_1126_length_1404_cov_32_176338_S003-190",1404,1,3,3,0,"Low-quality","Genome-fragment",4.55,"AAI-based",0,"No","","","Lactococcus phage MW18L","Viruses; Caudovirales; Siphoviridae; Skunavirus; unclassified Skunavirus"
"189","NODE_1157_length_1384_cov_6_814078_S003-190",1384,1,4,4,0,"Low-quality","Genome-fragment",4.58,"AAI-based",0,"No","","","Lactococcus lactis phage P475","Viruses; Caudovirales; Siphoviridae; Skunavirus; unclassified Skunavirus"
"190","NODE_1276_length_1318_cov_8_763094_S003-190",1318,1,5,3,0,"Low-quality","Genome-fragment",4.28,"AAI-based",0,"No","","","Lactococcus phage ASCC284","Viruses; Caudovirales; Siphoviridae; Skunavirus; unclassified Skunavirus"
"191","NODE_1376_length_1272_cov_9_128870_S003-190",1272,1,1,1,0,"Low-quality","Genome-fragment",4.07,"AAI-based",0,"No","","","Lactococcus phage 936 group phage Phi13.16","Viruses; Caudovirales; Siphoviridae; Skunavirus; unclassified Skunavirus"
"192","NODE_1554_length_1194_cov_55_390331_S003-190",1194,1,5,4,0,"Low-quality","Genome-fragment",3.87,"AAI-based",0,"No","","","Lactococcus phage 936 group phage Phi129","Viruses; Caudovirales; Siphoviridae; Skunavirus; unclassified Skunavirus"
"193","NODE_1581_length_1187_cov_1_880180_S003-190",1187,1,3,0,0,"Low-quality","Genome-fragment",3.41,"AAI-based",0,"No","","'no viral genes detected'","Caudovirales","Caudovirales"
"194","NODE_1697_length_1143_cov_20_317073_S003-190",1143,1,3,3,0,"Low-quality","Genome-fragment",3.66,"AAI-based",0,"No","","","Lactococcus phage MW18L","Viruses; Caudovirales; Siphoviridae; Skunavirus; unclassified Skunavirus"
"195","NODE_1703_length_1142_cov_50_388732_S003-190",1142,1,4,2,0,"Low-quality","Genome-fragment",3.32,"AAI-based",0,"No","","","Lactococcus phage 936 group phage PhiLj","Viruses; Caudovirales; Siphoviridae; Skunavirus; unclassified Skunavirus"
"196","NODE_1934_length_1067_cov_18_545455_S003-190",1067,1,3,3,0,"Low-quality","Genome-fragment",3.43,"AAI-based",0,"No","","","Lactococcus phage 936 group phage PhiJF1","Viruses; Caudovirales; Siphoviridae; Skunavirus; unclassified Skunavirus"
"197","NODE_2110_length_1018_cov_16_292242_S003-190",1018,1,4,3,0,"Low-quality","Genome-fragment",3.3,"AAI-based",0,"No","","","Lactococcus phage MW18L","Viruses; Caudovirales; Siphoviridae; Skunavirus; unclassified Skunavirus"
"198","NODE_2203_length_991_cov_15_806346_S003-190",991,1,4,3,0,"Low-quality","Genome-fragment",3.19,"AAI-based",0,"No","","","Lactococcus phage 936 group phage PhiC0139","Viruses; Caudovirales; Siphoviridae; Skunavirus; unclassified Skunavirus"
"199","NODE_2230_length_985_cov_3_186123_S003-190",985,1,4,1,0,"Low-quality","Genome-fragment",2.59,"AAI-based",0,"No","","","NoAnnotation","NoAnnotation"
"200","NODE_2686_length_880_cov_52_625156_S003-190",880,1,2,1,0,"Low-quality","Genome-fragment",2.85,"AAI-based",0,"No","","","Lactococcus phage 936 group phage PhiLj","Viruses; Caudovirales; Siphoviridae; Skunavirus; unclassified Skunavirus"
"201","NODE_3364_length_770_cov_2_666667_S003-190",770,1,2,2,0,"Low-quality","Genome-fragment",2.49,"AAI-based",0,"No","","","Lactococcus lactis phage P475","Viruses; Caudovirales; Siphoviridae; Skunavirus; unclassified Skunavirus"
"202","NODE_3838_length_703_cov_50_322684_S003-190",703,1,2,1,0,"Low-quality","Genome-fragment",2.28,"AAI-based",0,"No","","","Lactococcus phage 79201","Viruses; Caudovirales; Siphoviridae; Skunavirus; unclassified Skunavirus"
"203","NODE_2_length_43275_cov_19_776332_S003-192",43275,1,70,27,0,"Complete","High-quality",92.38,"AAI-based",0,"No","20-bp-DTR","","Caudovirales","Caudovirales"
"204","NODE_4_length_35026_cov_42_716530_S003-192",35026,1,36,7,0,"Medium-quality","Genome-fragment",54.94,"AAI-based",0,"No","","","Caudovirales","Caudovirales"
"205","NODE_5_length_29037_cov_62_366126_S003-192",29037,1,41,7,0,"Low-quality","Genome-fragment",45.59,"AAI-based",0,"No","","","Caudovirales","Caudovirales"
"206","NODE_7_length_17233_cov_15_555083_S003-192",17233,1,33,9,0,"Low-quality","Genome-fragment",38.49,"AAI-based",0,"No","","","Caudovirales","Caudovirales"
"207","NODE_15_length_10914_cov_11_673618_S003-192",10914,1,9,1,0,"Low-quality","Genome-fragment",24.2,"AAI-based",0,"No","","","Caudovirales","Caudovirales"
"208","NODE_17_length_10754_cov_10_325560_S003-192",10754,1,10,6,0,"Low-quality","Genome-fragment",23.85,"AAI-based",0,"No","","","Caudovirales","Caudovirales"
"209","NODE_23_length_8398_cov_112_390578_S003-192",8398,1,15,0,0,"Low-quality","Genome-fragment",20.95,"AAI-based",0,"No","","'no viral genes detected'","Caudovirales","Caudovirales"
"210","NODE_50_length_4931_cov_4_142769_S003-192",4931,1,5,3,0,"Low-quality","Genome-fragment",11.07,"AAI-based",0,"No","","","Caudovirales","Caudovirales"
"211","NODE_54_length_4532_cov_5_262626_S003-192",4532,1,3,3,0,"Low-quality","Genome-fragment",11.82,"AAI-based",0,"No","","","Caudovirales","Caudovirales"
"212","NODE_67_length_4087_cov_3_347631_S003-192",4087,1,11,1,0,"Low-quality","Genome-fragment",8.3,"AAI-based",0,"No","","","Caudovirales","Caudovirales"
"213","NODE_83_length_3556_cov_11_879276_S003-192",3556,1,5,2,0,"Low-quality","Genome-fragment",NA,"HMM-based",0,"No","","","Arthrobacter phage Anjali","Viruses; Caudovirales; Podoviridae; Picovirinae; unclassified Picovirinae"
"214","NODE_84_length_3553_cov_8_189010_S003-192",3553,1,6,1,0,"Low-quality","Genome-fragment",NA,"HMM-based",0,"No","","","Arthrobacter phage Anjali","Viruses; Caudovirales; Podoviridae; Picovirinae; unclassified Picovirinae"
"215","NODE_101_length_3288_cov_4_392713_S003-192",3288,1,5,4,0,"Low-quality","Genome-fragment",6.72,"AAI-based",0,"No","","","Caudovirales","Caudovirales"
"216","NODE_110_length_3041_cov_5_262146_S003-192",3041,1,7,2,0,"Low-quality","Genome-fragment",6.06,"AAI-based",0,"No","","","Caudovirales","Caudovirales"
"217","NODE_117_length_2946_cov_4_640990_S003-192",2946,1,4,0,1,"Low-quality","Genome-fragment",5.75,"AAI-based",0,"No","","'no viral genes detected'","Caudovirales","Caudovirales"
"218","NODE_120_length_2921_cov_10_003868_S003-192",2921,1,4,1,0,"Low-quality","Genome-fragment",7.51,"AAI-based",0,"No","","","Caudovirales","Caudovirales"
"219","NODE_138_length_2744_cov_4_505437_S003-192",2744,1,4,2,0,"Medium-quality","Genome-fragment",63.98,"AAI-based",0,"No","","","Microviridae","Microviridae"
"220","NODE_151_length_2565_cov_6_091640_S003-192",2565,1,5,1,0,"Low-quality","Genome-fragment",5.18,"AAI-based",0,"No","","","Caudovirales","Caudovirales"
"221","NODE_158_length_2496_cov_3_311699_S003-192",2496,1,6,1,0,"Low-quality","Genome-fragment",4.61,"AAI-based",0,"No","","","Faecalibacterium phage FP_Taranis","Viruses; Caudovirales; Myoviridae; unclassified Myoviridae"
"222","NODE_172_length_2406_cov_59_018463_S003-192",2406,1,3,3,0,"Low-quality","Genome-fragment",7.6,"AAI-based",0,"No","","","Lactococcus phage 936 group phage PhiLj","Viruses; Caudovirales; Siphoviridae; Skunavirus; unclassified Skunavirus"
"223","NODE_183_length_2354_cov_75_255160_S003-192",2354,1,5,4,0,"Low-quality","Genome-fragment",7.64,"AAI-based",0,"No","","","Lactococcus phage 936 group phage PhiJF1","Viruses; Caudovirales; Siphoviridae; Skunavirus; unclassified Skunavirus"
"224","NODE_195_length_2270_cov_5_316461_S003-192",2270,1,5,4,0,"Low-quality","Genome-fragment",5.92,"AAI-based",0,"No","","","Caudovirales","Caudovirales"
"225","NODE_220_length_2166_cov_47_612733_S003-192",2166,1,6,5,0,"Low-quality","Genome-fragment",7.04,"AAI-based",0,"No","","","Lactococcus phage 936 group phage Phi4.2","Viruses; Caudovirales; Siphoviridae; Skunavirus; unclassified Skunavirus"
"226","NODE_238_length_2051_cov_3_341945_S003-192",2051,1,5,1,0,"Low-quality","Genome-fragment",5.36,"AAI-based",0,"No","","","Caudovirales","Caudovirales"
"227","NODE_328_length_1786_cov_11_476302_S003-192",1786,1,4,1,0,"Low-quality","Genome-fragment",3.88,"AAI-based",0,"No","","","Caudovirales","Caudovirales"
"228","NODE_414_length_1617_cov_1_694156_S003-192",1617,1,4,0,0,"Not-determined","Genome-fragment",NA,NA,0,"No","","'no viral genes detected'","",""
"229","NODE_454_length_1541_cov_7_631831_S003-192",1541,1,3,2,0,"Low-quality","Genome-fragment",35.93,"AAI-based",0,"No","","","Microviridae","Microviridae"
"230","NODE_482_length_1491_cov_44_076379_S003-192",1491,1,3,3,0,"Low-quality","Genome-fragment",4.8,"AAI-based",0,"No","","","Lactococcus phage LP0903","Viruses; Caudovirales; Siphoviridae; Skunavirus; unclassified Skunavirus"
"231","NODE_489_length_1480_cov_10_524590_S003-192",1480,1,3,3,0,"Low-quality","Genome-fragment",2.19,"AAI-based",0,"No","","","Lactococcus phage MW18L","Viruses; Caudovirales; Siphoviridae; Skunavirus; unclassified Skunavirus"
"232","NODE_579_length_1360_cov_25_709275_S003-192",1360,1,4,4,0,"Low-quality","Genome-fragment",4.4,"AAI-based",0,"No","","","Lactococcus phage 340","Viruses; Caudovirales; Siphoviridae; Skunavirus; unclassified Skunavirus"
"233","NODE_585_length_1355_cov_5_284038_S003-192",1355,1,3,2,0,"Low-quality","Genome-fragment",3.61,"AAI-based",0,"No","","","Caudovirales","Caudovirales"
"234","NODE_803_length_1139_cov_1_835217_S003-192",1139,1,4,1,0,"Low-quality","Genome-fragment",2.11,"AAI-based",0,"No","","","Faecalibacterium phage FP_Taranis","Viruses; Caudovirales; Myoviridae; unclassified Myoviridae"
"235","NODE_939_length_1049_cov_8_077160_S003-192",1049,1,4,4,0,"Low-quality","Genome-fragment",3.4,"AAI-based",0,"No","","","Lactococcus phage 936 group phage PhiJF1","Viruses; Caudovirales; Siphoviridae; Skunavirus; unclassified Skunavirus"
"236","NODE_1396_length_863_cov_15_982188_S003-192",863,1,2,2,0,"Low-quality","Genome-fragment",1.95,"AAI-based",0,"No","","","Lactococcus phage LP0903","Viruses; Caudovirales; Siphoviridae; Skunavirus; unclassified Skunavirus"
"237","NODE_1_length_35208_cov_40_199055_S003-194",35208,1,48,25,1,"Medium-quality","Genome-fragment",73.75,"AAI-based",0,"No","","","Caudovirales","Caudovirales"
"238","NODE_43_length_8792_cov_8_442800_S003-194",8792,1,11,6,0,"Low-quality","Genome-fragment",22.15,"AAI-based",0,"No","","","Caudovirales","Caudovirales"
"239","NODE_66_length_7817_cov_10_144574_S003-194",7817,1,18,1,0,"Low-quality","Genome-fragment",NA,"HMM-based",0,"No","","","Caudovirales","Caudovirales"
"240","NODE_73_length_7542_cov_12_600536_S003-194",7542,1,14,4,1,"Low-quality","Genome-fragment",20.15,"AAI-based",0,"No","","","Caudovirales","Caudovirales"
"241","NODE_75_length_7490_cov_10_333333_S003-194",7490,1,11,10,0,"Low-quality","Genome-fragment",20.02,"AAI-based",0,"No","","","Caudovirales","Caudovirales"
"242","NODE_82_length_7285_cov_8_784822_S003-194",7285,1,18,8,0,"Low-quality","Genome-fragment",16.83,"AAI-based",0,"No","","","Caudovirales","Caudovirales"
"243","NODE_157_length_5782_cov_4_927958_S003-194",5782,1,6,0,5,"Not-determined","Genome-fragment",NA,NA,0,"No","","'no viral genes detected'","Caudovirales","Caudovirales"
"244","NODE_181_length_5510_cov_11_219768_S003-194",5510,1,6,0,3,"Low-quality","Genome-fragment",11.31,"AAI-based",0,"No","","'no viral genes detected'","Caudovirales","Caudovirales"
"245","NODE_193_length_5348_cov_11_263707_S003-194",5348,1,5,0,4,"Low-quality","Genome-fragment",3.87,"AAI-based",0,"No","","'no viral genes detected'","Caudovirales","Caudovirales"
"246","NODE_194_length_5347_cov_5_166224_S003-194",5347,1,3,0,0,"Low-quality","Genome-fragment",3.23,"AAI-based",0,"No","","'no viral genes detected'","Caudovirales","Caudovirales"
"247","NODE_224_length_5082_cov_10_493506_S003-194",5082,1,7,3,0,"Low-quality","Genome-fragment",13.75,"AAI-based",0,"No","","","Caudovirales","Caudovirales"
"248","NODE_283_length_4668_cov_8_484644_S003-194",4668,1,4,0,4,"Not-determined","Genome-fragment",NA,NA,0,"No","","'no viral genes detected'","Caudovirales","Caudovirales"
"249","NODE_297_length_4560_cov_5_770243_S003-194",4560,1,3,0,1,"Low-quality","Genome-fragment",7.04,"AAI-based",0,"No","","'no viral genes detected'","Caudovirales","Caudovirales"
"250","NODE_301_length_4539_cov_7_649260_S003-194",4539,1,5,0,1,"Low-quality","Genome-fragment",7.55,"AAI-based",0,"No","","'no viral genes detected'","Caudovirales","Caudovirales"
"251","NODE_308_length_4452_cov_6_773257_S003-194",4452,1,11,0,0,"Low-quality","Genome-fragment",2.66,"AAI-based",0,"No","","'no viral genes detected'","Caudovirales","Caudovirales"
"252","NODE_353_length_4196_cov_6_329692_S003-194",4196,1,5,0,5,"Not-determined","Genome-fragment",NA,NA,0,"No","","'no viral genes detected'","Caudovirales","Caudovirales"
